"","id","variety","country","Weight_kg","weight_class"
"442","2016-P","Autumn Gold","Italy",81.0275319466206,"Light"
"443","2018-P","Early Giant","Germany",627.384391791337,"Heavy"
"444","2019-P","Autumn Gold","Germany",70.7680200679524,"Light"
"445","2015-P","Rouge Vif d’Etampes","Italy",38.7835918273053,"Light"
"446","2017-P","Howden","Germany",363.068904968079,"medium"
"447","2021-P","Howden","Germany",39.5852759648523,"Light"
"448","2015-P","Dill's Atlantic","France",175.334979101483,"medium"
"449","2021-P","Casper","Germany",344.958210249394,"medium"
"450","2014-P","Connecticut Field","Germany",215.065433453899,"medium"
"451","2021-P","Big Moose","Germany",37.7088971097966,"Light"
"452","2019-P","Dill's Atlantic","Germany",129.606147991757,"medium"
"453","2019-P","Wolf","Germany",136.104858778419,"medium"
"454","2021-P","Dill's Atlantic","Italy",608.079462011488,"Heavy"
"455","2016-P","Atlantic Giant","Germany",88.8295786178414,"Light"
"456","2017-P","Big Max","Italy",181.361017831051,"medium"
"457","2020-P","Jack O'Lantern","France",398.685157054602,"medium"
"458","2019-P","Big Max","Germany",127.379966735767,"medium"
"459","2018-P","Jack O'Lantern","Germany",308.3401126395,"medium"
"460","2015-P","Jack O'Lantern","Germany",190.016010554144,"medium"
"461","2019-P","Howden","Italy",513.073585571249,"Heavy"
"462","2018-P","Big Max","Italy",312.771629040779,"medium"
"463","2019-P","Casper","Germany",496.277336882556,"Heavy"
"464","2018-P","Prizewinner","France",149.194126063325,"medium"
"465","2021-P","Howden","Italy",1199.13114480111,"Heavy"
"466","2014-P","Early Giant","Germany",507.754453798143,"Heavy"
"467","2019-P","Atlantic Giant","Germany",83.0650424614127,"Light"
"468","2013-P","Early Giant","Italy",197.711342603064,"medium"
"469","2016-P","Big Max","Germany",355.231231855223,"medium"
"470","2014-P","Spirit","France",139.138310909061,"medium"
"471","2019-P","Jack O'Lantern","Germany",93.0170110474939,"medium"
"472","2018-P","Dill's Atlantic","Germany",107.488815580382,"medium"
"473","2018-P","Champion","Germany",634.359920722787,"Heavy"
"474","2018-P","Casper","Italy",48.1941921109993,"Light"
"475","2019-P","Jack O'Lantern","Germany",284.159330988837,"medium"
"476","2017-P","Howden","Germany",390.024126860196,"medium"
"477","2013-P","Jack O'Lantern","Italy",134.971428730491,"medium"
"478","2016-P","Big Max","France",204.136375221226,"medium"
"479","2013-P","Autumn Gold","Germany",453.505771779414,"medium"
"480","2016-P","Prizewinner","Germany",62.015039178601,"Light"
"481","2017-P","Big Moose","Germany",326.902176291472,"medium"
"482","2017-P","Spirit","Germany",87.797294704284,"Light"
"483","2017-P","Blue Hubbard","Italy",320.442112586475,"medium"
"484","2021-P","Early Giant","Germany",99.4453744411245,"medium"
"485","2019-P","Howden","Italy",65.403266933584,"Light"
"486","2016-P","Dill's Atlantic","Germany",113.83315584144,"medium"
"487","2016-P","Howden","Italy",175.053861290857,"medium"
"488","2014-P","Wolf","Germany",155.297999744387,"medium"
"489","2017-P","Casper","Germany",132.420474733463,"medium"
"490","2014-P","Autumn Gold","Germany",282.432685629869,"medium"
"491","2014-P","Rouge Vif d’Etampes","Italy",335.971580233617,"medium"
"492","2016-P","Jack O'Lantern","Germany",524.335933507895,"Heavy"
"493","2018-P","Cinderella","Germany",69.16078783739,"Light"
"494","2017-P","Autumn Gold","Italy",334.223067731783,"medium"
"495","2015-P","Wolf","France",530.281176594469,"Heavy"
"496","2021-P","Prizewinner","Germany",24.2530989388644,"Light"
"497","2014-P","Jack O'Lantern","Italy",345.490633194928,"medium"
"498","2014-P","Autumn Gold","Germany",91.5931726539385,"medium"
"499","2018-P","Cinderella","Germany",583.275661553284,"Heavy"
"500","2016-P","Cinderella","Italy",204.83158455575,"medium"
"501","2015-P","Big Max","Germany",448.489479181033,"medium"
"502","2014-P","Big Moose","Italy",173.265297119963,"medium"
"503","2021-P","Atlantic Giant","Italy",283.74982693808,"medium"
"504","2016-P","Champion","Germany",118.854648994702,"medium"
"505","2020-P","Connecticut Field","Germany",234.414312490517,"medium"
"506","2019-P","Dill's Atlantic","Italy",590.149950907513,"Heavy"
"507","2018-P","Howden","Italy",354.277311112717,"medium"
"508","2016-P","Spirit","Germany",406.754957383095,"medium"
"509","2017-P","Rouge Vif d’Etampes","Italy",345.60500410346,"medium"
"510","2017-P","Early Giant","Germany",134.789948578108,"medium"
"511","2013-P","Cinderella","Germany",117.373487056825,"medium"
"512","2019-P","Connecticut Field","Germany",95.5374939385902,"medium"
"513","2021-P","Connecticut Field","Germany",197.730904704103,"medium"
"514","2018-P","Cinderella","Italy",210.324279333111,"medium"
"515","2014-P","Atlantic Giant","Germany",253.894262983382,"medium"
"516","2021-P","Howden","Germany",258.561832258382,"medium"
"517","2013-P","Wolf","Germany",123.444293383275,"medium"
"518","2017-P","Jack O'Lantern","Germany",245.822470228524,"medium"
"519","2020-P","Champion","Germany",366.976241243844,"medium"
"520","2018-P","Dill's Atlantic","Italy",334.680196178334,"medium"
"521","2013-P","Casper","Germany",166.065884986776,"medium"
"522","2014-P","Casper","Germany",405.954659701142,"medium"
"523","2019-P","Connecticut Field","Germany",178.425067625884,"medium"
"524","2018-P","Early Giant","Italy",462.691202611043,"Heavy"
"525","2016-P","Early Giant","Italy",157.168870206559,"medium"
"526","2013-P","Casper","Italy",578.980187080291,"Heavy"
"527","2015-P","Howden","Germany",117.280099280835,"medium"
"528","2015-P","Wolf","Germany",217.207140889734,"medium"
"529","2016-P","Spirit","Germany",136.104841474915,"medium"
"530","2016-P","Prizewinner","Italy",305.828086457248,"medium"
"531","2013-P","Champion","Italy",220.148246537809,"medium"
"532","2021-P","Big Moose","Germany",337.31067549024,"medium"
"533","2018-P","Wolf","Germany",549.459794677357,"Heavy"
"534","2015-P","Rouge Vif d’Etampes","Germany",549.3680334815,"Heavy"
"535","2020-P","Atlantic Giant","Italy",87.4662704477693,"Light"
"536","2017-P","Prizewinner","Italy",580.876804679987,"Heavy"
"537","2018-P","Big Max","Germany",206.348460300424,"medium"
"538","2015-P","Prizewinner","Italy",144.5333744685,"medium"
"539","2018-P","Prizewinner","Germany",86.4674165853779,"Light"
"540","2014-P","Prizewinner","Germany",184.114907631648,"medium"
"541","2015-P","Jack O'Lantern","Germany",95.4436127457726,"medium"
"542","2020-P","Big Max","Germany",226.965583390444,"medium"
"543","2013-P","Wolf","France",95.1276892286986,"medium"
"544","2013-P","Champion","Germany",67.4689700754996,"Light"
"545","2014-P","Early Giant","France",152.527412842616,"medium"
"546","2016-P","Prizewinner","France",627.125107890816,"Heavy"
"547","2014-P","Wolf","Germany",420.414158953185,"medium"
"548","2019-P","Big Max","Germany",45.351665293626,"Light"
"549","2014-P","Big Moose","Germany",143.731022223484,"medium"
"550","2017-P","Big Max","Germany",82.20368504231,"Light"
"551","2013-P","Dill's Atlantic","Germany",320.031013896118,"medium"
"552","2016-P","Champion","France",51.7396587888188,"Light"
"553","2020-P","Casper","Italy",394.131011757533,"medium"
"554","2015-P","Blue Hubbard","Italy",304.896147458693,"medium"
"555","2016-P","Wolf","Italy",216.204588809659,"medium"
"556","2017-P","Early Giant","Italy",671.226740880705,"Heavy"
"557","2020-P","Dill's Atlantic","Germany",422.346818187397,"medium"
"558","2014-P","Wolf","Italy",545.893539074339,"Heavy"
"559","2021-P","Big Moose","Germany",242.402669843899,"medium"
"560","2017-P","Cinderella","Germany",299.453721869741,"medium"
"561","2016-P","Prizewinner","France",264.689691109931,"medium"
"562","2015-P","Wolf","Italy",45.0030954419545,"Light"
"563","2013-P","Prizewinner","Germany",747.3891786357,"Heavy"
"564","2014-P","Big Moose","Germany",116.213032341447,"medium"
"565","2014-P","Champion","Germany",308.310536716444,"medium"
"566","2017-P","Connecticut Field","Germany",92.679239619023,"medium"
"567","2017-P","Big Max","Germany",137.13508180971,"medium"
"568","2021-P","Dill's Atlantic","Germany",592.297959607791,"Heavy"
"569","2013-P","Big Moose","Italy",377.258031864324,"medium"
"570","2019-P","Big Moose","Germany",364.210627128291,"medium"
"571","2013-P","Atlantic Giant","Germany",45.1848128648933,"Light"
"572","2013-P","Prizewinner","Germany",472.946835018371,"Heavy"
"573","2013-P","Wolf","Italy",57.3595958826019,"Light"
"574","2015-P","Prizewinner","Germany",129.536100011845,"medium"
"575","2014-P","Wolf","Germany",73.1675266200251,"Light"
"576","2014-P","Prizewinner","France",173.023992527035,"medium"
"577","2017-P","Atlantic Giant","Germany",181.070623763156,"medium"
"578","2018-P","Dill's Atlantic","Italy",204.692513068786,"medium"
"579","2018-P","Connecticut Field","Germany",413.825002149552,"medium"
"580","2018-P","Rouge Vif d’Etampes","Italy",803.657102295348,"Heavy"
"581","2018-P","Dill's Atlantic","Italy",482.793927621301,"Heavy"
"582","2019-P","Cinderella","Germany",233.446399104266,"medium"
"583","2020-P","Connecticut Field","Germany",53.9428999142175,"Light"
"584","2021-P","Spirit","Germany",358.273022542104,"medium"
"585","2019-P","Big Max","Germany",492.178498144911,"Heavy"
"586","2019-P","Casper","Italy",766.58719585465,"Heavy"
"587","2021-P","Prizewinner","Germany",533.067633478986,"Heavy"
"588","2020-P","Autumn Gold","Germany",259.997659474316,"medium"
"589","2013-P","Spirit","France",398.673604515845,"medium"
"590","2018-P","Spirit","Italy",340.286480028876,"medium"
"591","2018-P","Big Max","Germany",73.3372853094875,"Light"
"592","2014-P","Cinderella","Germany",234.992213993447,"medium"
"593","2021-P","Blue Hubbard","Germany",204.457519797843,"medium"
"594","2016-P","Prizewinner","Italy",494.438966816247,"Heavy"
"595","2020-P","Dill's Atlantic","Germany",302.772243327282,"medium"
"596","2013-P","Champion","Germany",148.862798344687,"medium"
"597","2016-P","Prizewinner","Germany",82.5781633042853,"Light"
"598","2019-P","Jack O'Lantern","Germany",109.711120142813,"medium"
"599","2014-P","Wolf","Germany",330.288224989718,"medium"
"600","2016-P","Howden","Germany",230.392626300918,"medium"
"601","2017-P","Champion","Germany",114.283070435299,"medium"
"602","2020-P","Dill's Atlantic","Germany",616.2501539039,"Heavy"
"603","2013-P","Autumn Gold","Germany",120.772782438162,"medium"
"604","2021-P","Autumn Gold","Germany",345.924285676743,"medium"
"605","2019-P","Atlantic Giant","France",252.136448566287,"medium"
"606","2021-P","Atlantic Giant","France",221.69665127707,"medium"
"607","2021-P","Spirit","Germany",82.9013930719701,"Light"
"608","2020-P","Big Max","Italy",121.583806420607,"medium"
"609","2017-P","Big Moose","France",263.185891931071,"medium"
"610","2020-P","Spirit","Germany",589.219604164727,"Heavy"
"611","2016-P","Champion","Germany",242.620181847145,"medium"
"612","2020-P","Dill's Atlantic","Germany",67.1271384672265,"Light"
"613","2015-P","Big Max","Germany",143.796585679227,"medium"
"614","2017-P","Early Giant","Italy",168.058300484505,"medium"
"615","2013-P","Rouge Vif d’Etampes","Italy",77.2010024881718,"Light"
"616","2013-P","Connecticut Field","Italy",174.45807052656,"medium"
"617","2017-P","Cinderella","Italy",296.602556061897,"medium"
"618","2015-P","Spirit","Germany",442.098237792049,"medium"
"619","2015-P","Autumn Gold","Germany",167.125490813675,"medium"
"620","2013-P","Big Moose","Italy",187.034918874391,"medium"
"621","2013-P","Blue Hubbard","France",99.9783510360423,"medium"
"622","2017-P","Big Moose","Germany",99.9743126914431,"medium"
"623","2013-P","Rouge Vif d’Etampes","Italy",235.837581646799,"medium"
"624","2020-P","Big Max","Germany",176.63958306844,"medium"
"625","2015-P","Early Giant","Germany",402.879956934886,"medium"
"626","2020-P","Rouge Vif d’Etampes","Germany",174.876348639764,"medium"
"627","2019-P","Casper","Germany",126.934016914675,"medium"
"628","2015-P","Spirit","Germany",96.3677795364277,"medium"
"629","2021-P","Wolf","Germany",164.370503341121,"medium"
"630","2013-P","Wolf","France",41.7482525437783,"Light"
"631","2014-P","Cinderella","Italy",385.299414897413,"medium"
"632","2016-P","Casper","Germany",203.822485909309,"medium"
"633","2015-P","Connecticut Field","Germany",281.133295629835,"medium"
"634","2015-P","Prizewinner","Germany",177.263610662671,"medium"
"635","2021-P","Connecticut Field","Germany",409.821272375615,"medium"
"636","2019-P","Blue Hubbard","Germany",88.7726551717021,"Light"
"637","2021-P","Spirit","Italy",439.978800976543,"medium"
"638","2016-P","Big Moose","Germany",229.943876962765,"medium"
"639","2014-P","Wolf","Germany",303.75730221761,"medium"
"640","2013-P","Wolf","Germany",48.02802393778,"Light"
"641","2013-P","Early Giant","Germany",105.715721494685,"medium"
"642","2013-P","Connecticut Field","Italy",30.6083081356196,"Light"
"643","2021-P","Jack O'Lantern","Germany",605.573057635663,"Heavy"
"644","2017-P","Prizewinner","Italy",369.601285424659,"medium"
"645","2021-P","Blue Hubbard","Germany",171.128792699062,"medium"
"646","2017-P","Rouge Vif d’Etampes","Italy",350.984898008539,"medium"
"647","2015-P","Autumn Gold","Germany",79.1865809378917,"Light"
"648","2021-P","Howden","Germany",506.516186207324,"Heavy"
"649","2017-P","Big Max","Italy",155.593596523411,"medium"
"650","2019-P","Connecticut Field","Germany",64.7674298958015,"Light"
"651","2019-P","Cinderella","Germany",450.285351669502,"medium"
"652","2016-P","Autumn Gold","Italy",129.855777067648,"medium"
"653","2020-P","Champion","Germany",288.211990643764,"medium"
"654","2018-P","Wolf","Germany",186.081248097364,"medium"
"655","2017-P","Autumn Gold","Italy",854.064419136114,"Heavy"
"656","2020-P","Big Max","Germany",401.378389838032,"medium"
"657","2013-P","Big Max","Italy",114.449677450841,"medium"
"658","2016-P","Howden","Germany",298.026331361797,"medium"
"659","2017-P","Prizewinner","Germany",327.131983003782,"medium"
"660","2021-P","Wolf","Germany",133.411570470435,"medium"
"661","2019-P","Big Max","Germany",84.8221937371342,"Light"
"662","2017-P","Big Max","Germany",336.616772942382,"medium"
"663","2019-P","Howden","Germany",131.835441909733,"medium"
"664","2019-P","Wolf","Italy",337.276818733003,"medium"
"665","2015-P","Jack O'Lantern","Germany",280.824514282903,"medium"
"666","2016-P","Wolf","Germany",54.0898480961892,"Light"
"667","2014-P","Casper","Italy",395.423875855233,"medium"
"668","2014-P","Atlantic Giant","Italy",302.088071557017,"medium"
"669","2014-P","Blue Hubbard","Germany",260.814354448133,"medium"
"670","2015-P","Big Moose","Germany",588.102270770088,"Heavy"
"671","2017-P","Champion","Italy",287.438788568301,"medium"
"672","2016-P","Wolf","Italy",438.867652833562,"medium"
"673","2019-P","Champion","Italy",256.887964976901,"medium"
"674","2021-P","Spirit","Germany",574.652179839525,"Heavy"
"675","2014-P","Wolf","Germany",142.376676602331,"medium"
"676","2021-P","Big Max","Germany",573.322433166887,"Heavy"
"677","2020-P","Dill's Atlantic","Germany",78.7103264460141,"Light"
"678","2018-P","Connecticut Field","France",317.699082390574,"medium"
"679","2014-P","Connecticut Field","Germany",187.524324773641,"medium"
"680","2014-P","Jack O'Lantern","Germany",165.031585861401,"medium"
"681","2021-P","Jack O'Lantern","Germany",175.203699524759,"medium"
"682","2016-P","Spirit","Germany",96.6099251792807,"medium"
"683","2020-P","Connecticut Field","Germany",167.578475608108,"medium"
"684","2017-P","Big Moose","Germany",174.787308285856,"medium"
"685","2021-P","Blue Hubbard","France",49.8864663073728,"Light"
"686","2021-P","Connecticut Field","Germany",200.789734763496,"medium"
"687","2016-P","Prizewinner","Italy",117.96118582649,"medium"
"688","2014-P","Jack O'Lantern","Germany",161.248770838397,"medium"
"689","2016-P","Connecticut Field","Italy",325.971992031097,"medium"
"690","2019-P","Wolf","Germany",43.6230338283686,"Light"
"691","2015-P","Champion","Italy",113.369292800904,"medium"
"692","2013-P","Casper","Germany",442.524518360208,"medium"
"693","2021-P","Big Max","Italy",424.419577259145,"medium"
"694","2020-P","Connecticut Field","Italy",867.993063827847,"Heavy"
"695","2014-P","Howden","Italy",190.228117459878,"medium"
"696","2017-P","Big Max","Germany",276.18767410703,"medium"
"697","2018-P","Blue Hubbard","Germany",475.498063955746,"Heavy"
"698","2015-P","Jack O'Lantern","Italy",363.779006291705,"medium"
"699","2016-P","Wolf","Italy",696.643718332877,"Heavy"
"700","2019-P","Early Giant","Germany",502.197071981609,"Heavy"
"701","2016-P","Blue Hubbard","Germany",88.2012194077133,"Light"
"702","2014-P","Early Giant","Italy",456.216464310046,"Heavy"
"703","2019-P","Blue Hubbard","Germany",262.357842524496,"medium"
"704","2015-P","Casper","Germany",581.830946111713,"Heavy"
"705","2013-P","Jack O'Lantern","Italy",26.8001357200861,"Light"
"706","2017-P","Connecticut Field","Germany",359.065811537587,"medium"
"707","2021-P","Connecticut Field","Germany",347.179344852059,"medium"
"708","2021-P","Howden","Italy",564.799121438408,"Heavy"
"709","2018-P","Jack O'Lantern","Germany",98.5758519918547,"medium"
"710","2014-P","Connecticut Field","Italy",592.530415210397,"Heavy"
"711","2013-P","Rouge Vif d’Etampes","Italy",249.47401795553,"medium"
"712","2017-P","Atlantic Giant","Germany",328.651936754515,"medium"
"713","2015-P","Big Moose","Germany",179.691380272947,"medium"
"714","2016-P","Rouge Vif d’Etampes","Italy",191.75531414514,"medium"
"715","2021-P","Howden","Italy",448.229407855202,"medium"
"716","2017-P","Early Giant","Italy",282.646699866844,"medium"
"717","2020-P","Spirit","Italy",918.467512146729,"Heavy"
"718","2017-P","Big Max","Italy",597.564183055094,"Heavy"
"719","2019-P","Autumn Gold","France",232.403170303885,"medium"
"720","2014-P","Jack O'Lantern","Germany",114.615871242976,"medium"
"721","2021-P","Prizewinner","Germany",287.987508924702,"medium"
"722","2017-P","Casper","Germany",373.815734049755,"medium"
"723","2015-P","Rouge Vif d’Etampes","Germany",195.420088954778,"medium"
"724","2019-P","Big Moose","France",172.270225075889,"medium"
"725","2015-P","Howden","Italy",170.867067398421,"medium"
"726","2014-P","Wolf","France",496.548914267496,"Heavy"
"727","2015-P","Prizewinner","Italy",163.800648404895,"medium"
"728","2015-P","Connecticut Field","Germany",501.01819671207,"Heavy"
"729","2019-P","Howden","Germany",106.666846606137,"medium"
"730","2013-P","Early Giant","Germany",186.036486277331,"medium"
"731","2018-P","Prizewinner","Italy",269.663330678545,"medium"
"732","2014-P","Champion","Germany",472.321996988011,"Heavy"
"733","2015-P","Blue Hubbard","Germany",339.844489412499,"medium"
"734","2021-P","Wolf","Germany",184.973267623299,"medium"
"735","2019-P","Rouge Vif d’Etampes","Germany",86.718232399126,"Light"
"736","2018-P","Connecticut Field","Italy",139.021925750874,"medium"
"737","2013-P","Wolf","Germany",175.431432478322,"medium"
"738","2021-P","Big Moose","Italy",179.426810395564,"medium"
"739","2014-P","Big Moose","Germany",414.881398509817,"medium"
"740","2020-P","Big Moose","Germany",45.8089618545324,"Light"
"741","2016-P","Early Giant","Germany",208.925655330048,"medium"
"742","2019-P","Rouge Vif d’Etampes","Italy",467.748204401118,"Heavy"
"743","2019-P","Casper","Germany",156.131389257929,"medium"
"744","2019-P","Cinderella","Germany",308.088552295329,"medium"
"745","2017-P","Champion","Germany",116.542597160701,"medium"
"746","2013-P","Atlantic Giant","France",403.455216580058,"medium"
"747","2020-P","Casper","Germany",48.011133277276,"Light"
"748","2021-P","Connecticut Field","Germany",161.200369142851,"medium"
"749","2017-P","Spirit","Germany",296.637285406701,"medium"
"750","2021-P","Atlantic Giant","Germany",518.599870320073,"Heavy"
"751","2013-P","Howden","Germany",182.325027220108,"medium"
"752","2013-P","Prizewinner","Germany",81.344519552995,"Light"
"753","2016-P","Atlantic Giant","Germany",287.775411521578,"medium"
"754","2016-P","Howden","Italy",373.410219711106,"medium"
"755","2021-P","Wolf","Germany",165.998084806955,"medium"
"756","2020-P","Connecticut Field","Italy",520.645746663343,"Heavy"
"757","2019-P","Howden","Germany",266.610976206844,"medium"
"758","2018-P","Cinderella","Germany",249.816799879139,"medium"
"759","2020-P","Jack O'Lantern","Germany",480.188430166556,"Heavy"
"760","2015-P","Connecticut Field","Germany",653.084111446019,"Heavy"
"761","2015-P","Howden","Germany",511.570616109551,"Heavy"
"762","2020-P","Connecticut Field","Germany",126.583857188104,"medium"
"763","2018-P","Rouge Vif d’Etampes","Germany",133.966392586986,"medium"
"764","2021-P","Jack O'Lantern","Germany",27.7381358183637,"Light"
"765","2018-P","Big Max","Germany",458.467335580271,"Heavy"
"766","2020-P","Blue Hubbard","Germany",100.091401832795,"medium"
"767","2017-P","Dill's Atlantic","Germany",200.163754666553,"medium"
"768","2021-P","Atlantic Giant","Italy",135.339846075585,"medium"
"769","2019-P","Connecticut Field","Germany",111.017242360262,"medium"
"770","2019-P","Howden","France",166.842274877122,"medium"
"771","2018-P","Spirit","Germany",210.002857372809,"medium"
"772","2019-P","Jack O'Lantern","Italy",53.9973343283438,"Light"
"773","2020-P","Blue Hubbard","Italy",236.432571410435,"medium"
"774","2021-P","Spirit","Germany",206.475657716344,"medium"
"775","2019-P","Champion","Italy",531.324336781926,"Heavy"
"776","2015-P","Early Giant","Italy",170.800619728378,"medium"
"777","2017-P","Spirit","Italy",27.2312104820789,"Light"
"778","2016-P","Connecticut Field","Germany",258.782528934301,"medium"
"779","2013-P","Dill's Atlantic","Italy",628.652613408274,"Heavy"
"780","2016-P","Atlantic Giant","Germany",87.6101610994437,"Light"
"781","2021-P","Howden","Germany",132.432661172397,"medium"
"782","2013-P","Spirit","Germany",244.463360443503,"medium"
"783","2019-P","Blue Hubbard","Germany",135.263891293302,"medium"
"784","2018-P","Prizewinner","Italy",194.943537953263,"medium"
"785","2017-P","Champion","Italy",165.980096386936,"medium"
"786","2020-P","Autumn Gold","France",459.644732548415,"Heavy"
"787","2021-P","Casper","Germany",106.369379669384,"medium"
"788","2017-P","Howden","Germany",126.195191438816,"medium"
"789","2017-P","Big Moose","Germany",240.421052354058,"medium"
"790","2014-P","Blue Hubbard","Germany",89.609316870618,"Light"
"791","2019-P","Big Moose","Italy",434.196119786103,"medium"
"792","2018-P","Atlantic Giant","Germany",68.8552303931419,"Light"
"793","2021-P","Big Moose","Germany",124.926899579535,"medium"
"794","2018-P","Connecticut Field","Germany",264.060288621545,"medium"
"795","2016-P","Big Max","Germany",676.239770669817,"Heavy"
"796","2018-P","Big Moose","Germany",181.580080049304,"medium"
"797","2021-P","Autumn Gold","Germany",159.992960254961,"medium"
"798","2018-P","Connecticut Field","France",650.231840120165,"Heavy"
"799","2020-P","Casper","Germany",705.043911858085,"Heavy"
"800","2016-P","Early Giant","Germany",135.135529981267,"medium"
"801","2017-P","Atlantic Giant","Germany",612.680859709994,"Heavy"
"802","2021-P","Prizewinner","Germany",26.2641256406331,"Light"
"803","2017-P","Atlantic Giant","Germany",388.687164208726,"medium"
"804","2016-P","Cinderella","Germany",334.490204230121,"medium"
"805","2014-P","Blue Hubbard","Germany",199.101515385719,"medium"
"806","2017-P","Rouge Vif d’Etampes","Germany",382.960092877389,"medium"
"807","2014-P","Atlantic Giant","Germany",59.166880801555,"Light"
"808","2019-P","Wolf","Germany",95.7541729735671,"medium"
"809","2018-P","Prizewinner","Germany",529.281689233705,"Heavy"
"810","2021-P","Early Giant","France",450.484417927557,"medium"
"811","2018-P","Early Giant","France",175.302371509191,"medium"
"812","2021-P","Atlantic Giant","Germany",160.711458173151,"medium"
"813","2020-P","Atlantic Giant","Germany",24.2919637910625,"Light"
"814","2014-P","Big Moose","Germany",191.695105250415,"medium"
"815","2020-P","Cinderella","France",438.609334353722,"medium"
"816","2021-P","Atlantic Giant","Germany",112.564964529504,"medium"
"817","2013-P","Champion","Italy",508.470577243381,"Heavy"
"818","2021-P","Cinderella","Germany",187.32704977262,"medium"
"819","2021-P","Jack O'Lantern","Germany",79.7839934532521,"Light"
"820","2020-P","Cinderella","Germany",274.259104252537,"medium"
"821","2018-P","Jack O'Lantern","France",333.470567029329,"medium"
"822","2014-P","Prizewinner","Germany",110.201252024286,"medium"
"823","2014-P","Casper","Germany",394.256354431096,"medium"
"824","2013-P","Blue Hubbard","Germany",261.030551972844,"medium"
"825","2020-P","Howden","Germany",58.8700711469899,"Light"
"826","2020-P","Big Moose","Germany",157.376677618103,"medium"
"827","2018-P","Spirit","Germany",356.342888104043,"medium"
"828","2018-P","Jack O'Lantern","Germany",157.314466764908,"medium"
"829","2014-P","Atlantic Giant","France",528.115306799549,"Heavy"
"830","2018-P","Big Moose","Germany",152.737728643509,"medium"
"831","2016-P","Spirit","Italy",618.892955395346,"Heavy"
"832","2015-P","Casper","Germany",396.279380783921,"medium"
"833","2018-P","Spirit","Italy",476.533822975778,"Heavy"
"834","2014-P","Rouge Vif d’Etampes","Germany",417.284753965096,"medium"
"835","2019-P","Dill's Atlantic","Germany",90.50513015718,"Light"
"836","2016-P","Connecticut Field","Italy",379.539816752136,"medium"
"837","2018-P","Big Moose","Germany",314.996653783797,"medium"
"838","2019-P","Howden","Germany",409.24170809344,"medium"
"839","2017-P","Cinderella","Germany",211.922496052938,"medium"
"840","2019-P","Connecticut Field","Germany",87.9129804023176,"Light"
"841","2014-P","Jack O'Lantern","France",50.834020488877,"Light"
"842","2015-P","Autumn Gold","Italy",195.669451815283,"medium"
"843","2016-P","Autumn Gold","Germany",243.139419302348,"medium"
"844","2019-P","Howden","Germany",106.801060650798,"medium"
"845","2017-P","Prizewinner","Germany",140.227707797158,"medium"
"846","2019-P","Dill's Atlantic","Germany",273.453386766661,"medium"
"847","2019-P","Spirit","Germany",441.721879301257,"medium"
"848","2018-P","Atlantic Giant","Italy",151.582523354678,"medium"
"849","2018-P","Connecticut Field","Germany",194.229293255039,"medium"
"850","2017-P","Spirit","Germany",177.028089135725,"medium"
"851","2016-P","Prizewinner","Germany",325.827667604215,"medium"
"852","2016-P","Casper","Germany",97.9035944939661,"medium"
"853","2017-P","Howden","Germany",536.002763204962,"Heavy"
"854","2013-P","Big Moose","Germany",221.321960605181,"medium"
"855","2015-P","Atlantic Giant","Germany",221.72704417539,"medium"
"856","2018-P","Prizewinner","Germany",470.994516931606,"Heavy"
"857","2014-P","Atlantic Giant","Germany",64.2792902495506,"Light"
"858","2021-P","Connecticut Field","Germany",40.4647885487404,"Light"
"859","2019-P","Big Max","Italy",239.964937687076,"medium"
"860","2017-P","Atlantic Giant","Germany",426.840207694314,"medium"
"861","2015-P","Cinderella","Germany",586.536563220976,"Heavy"
"862","2015-P","Connecticut Field","Germany",331.459437661431,"medium"
"863","2015-P","Champion","Germany",430.393972128622,"medium"
"864","2019-P","Connecticut Field","France",374.958050411902,"medium"
"865","2021-P","Champion","Italy",26.3890181627808,"Light"
"866","2014-P","Connecticut Field","Germany",301.592417447624,"medium"
"867","2020-P","Champion","Germany",236.951282926912,"medium"
"868","2016-P","Dill's Atlantic","Italy",583.019941018377,"Heavy"
"869","2016-P","Casper","Germany",88.9309140442567,"Light"
"870","2015-P","Howden","Germany",808.907331773736,"Heavy"
"871","2020-P","Prizewinner","Germany",551.138217995107,"Heavy"
"872","2014-P","Connecticut Field","Germany",298.349008645641,"medium"
"873","2014-P","Howden","Germany",165.959492558302,"medium"
"874","2014-P","Big Max","Italy",843.480248539247,"Heavy"
"875","2015-P","Prizewinner","Italy",462.287539435711,"Heavy"
"876","2018-P","Dill's Atlantic","Germany",308.013555812515,"medium"
"877","2021-P","Autumn Gold","Germany",507.325781536678,"Heavy"
"878","2019-P","Early Giant","France",429.271700620324,"medium"
"879","2019-P","Prizewinner","Germany",57.7197910423412,"Light"
"880","2013-P","Wolf","Germany",386.561688676281,"medium"
"881","2014-P","Big Moose","Italy",435.34883282646,"medium"
"882","2013-P","Prizewinner","Italy",204.831829575218,"medium"
"883","2014-P","Blue Hubbard","Germany",191.037901581369,"medium"
"884","2015-P","Casper","Germany",250.216118463155,"medium"
"885","2013-P","Spirit","Germany",157.924183075434,"medium"
"886","2020-P","Spirit","Germany",381.723686030853,"medium"
"887","2021-P","Cinderella","Germany",70.1507682139665,"Light"
"888","2019-P","Big Moose","Germany",111.498526440543,"medium"
"889","2016-P","Atlantic Giant","Italy",127.62621133909,"medium"
